"Country","ISO3","Year","Sex","AgeGroup","Indicator","StatisticalUnit","Value","Source","ICVACCategory","Dataset","Comments"
"Montenegro","MNE",2020,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",32,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to victims of domestic violence only."
"Montenegro","MNE",2021,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",6,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to victims of domestic violence only."
"Armenia","ARM",2021,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",0,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Armenia","ARM",2022,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",0,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Georgia","GEO",2020,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",48,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Georgia","GEO",2021,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",52,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Georgia","GEO",2022,"Total","4","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",34,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2015,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",20,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2016,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",39,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2017,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",105,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2018,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",76,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2019,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",42,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2020,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",29,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2021,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",39,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Lithuania","LTU",2022,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",28,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Bulgaria","BGR",2019,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",21,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Bulgaria","BGR",2020,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",19,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Bulgaria","BGR",2021,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",17,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Bulgaria","BGR",2022,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",13,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2015,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",1,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2016,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",1,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2017,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",1,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2018,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",3,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2019,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",3,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2020,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",1,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Kosovo (UNSCR 1244)","XKX",2021,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",19,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Montenegro","MNE",2019,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",46,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to victims of domestic violence only."
"Montenegro","MNE",2020,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",43,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to victims of domestic violence only."
"Montenegro","MNE",2021,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",12,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to victims of domestic violence only."
"North Macedonia","MKD",2017,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",33,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to age group 0-5 years old."
"North Macedonia","MKD",2018,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",75,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to age group 0-5 years old."
"North Macedonia","MKD",2020,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",18,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to age group 0-5 years old."
"North Macedonia","MKD",2021,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",42,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to age group 0-5 years old."
"North Macedonia","MKD",2022,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",46,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE","Refer to age group 0-5 years old."
"Armenia","ARM",2021,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",0,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Armenia","ARM",2022,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",0,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
"Georgia","GEO",2020,"Total","5","Number of child victims of violence (0-17 years) registered by child/social welfare authorities during the year","Number",41,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHLD_VIOLENCE_WELFARE",NA
