"Country","ISO3","Indicator","Year","Value","Sex","AgeGroup","StatisticalUnit","RelationshipPerpetrator","Source","Dataset","ICVACCategory"
"Iceland","ISL","Victims of intentional homicide",2019,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Italy","ITA","Victims of intentional homicide",2019,0.170774370691421,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Lithuania","LTU","Victims of intentional homicide",2019,0.982772351665431,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"North Macedonia","MKD","Victims of intentional homicide",2019,0.0472997517709027,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Malta","MLT","Victims of intentional homicide",2019,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Montenegro","MNE","Victims of intentional homicide",2019,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Netherlands (Kingdom of the)","NLD","Victims of intentional homicide",2019,0.074870724176137,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovakia","SVK","Victims of intentional homicide",2019,0.128347956443838,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovenia","SVN","Victims of intentional homicide",2019,0.18931308692973,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Sweden","SWE","Victims of intentional homicide",2019,0.905733409350013,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Uzbekistan","UZB","Victims of intentional homicide",2019,0.412409298762275,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Austria","AUT","Victims of intentional homicide",2020,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Azerbaijan","AZE","Victims of intentional homicide",2020,1.69179221174705,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Bosnia and Herzegovina","BIH","Victims of intentional homicide",2020,0.0301349321722947,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Switzerland","CHE","Victims of intentional homicide",2020,0.0231518647727361,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Czechia","CZE","Victims of intentional homicide",2020,0.284874475759746,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Germany","DEU","Victims of intentional homicide",2020,0.0768040048680298,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Spain","ESP","Victims of intentional homicide",2020,0.149903490654795,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"France","FRA","Victims of intentional homicide",2020,0.767679269742536,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS/MoI","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Croatia","HRV","Victims of intentional homicide",2020,0.170862145979736,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Hungary","HUN","Victims of intentional homicide",2020,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Iceland","ISL","Victims of intentional homicide",2020,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Italy","ITA","Victims of intentional homicide",2020,0.142855752714608,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Lithuania","LTU","Victims of intentional homicide",2020,1.31193252270086,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"North Macedonia","MKD","Victims of intentional homicide",2020,0.0473692986312167,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Malta","MLT","Victims of intentional homicide",2020,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Montenegro","MNE","Victims of intentional homicide",2020,0.317941013993379,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Netherlands (Kingdom of the)","NLD","Victims of intentional homicide",2020,0.0344144084409826,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Russian Federation","RUS","Victims of intentional homicide",2020,0.654455075192321,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS/GSH 2023 Revision","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovakia","SVK","Victims of intentional homicide",2020,0.0366523166738169,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Sweden","SWE","Victims of intentional homicide",2020,1.03192506102342,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Tajikistan","TJK","Victims of intentional homicide",2020,0.0314359732530165,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Austria","AUT","Victims of intentional homicide",2021,0.0112081462600321,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Azerbaijan","AZE","Victims of intentional homicide",2021,1.347814484875,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Bosnia and Herzegovina","BIH","Victims of intentional homicide",2021,0.152861116809434,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Switzerland","CHE","Victims of intentional homicide",2021,0.0460224679387354,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Czechia","CZE","Victims of intentional homicide",2021,0.104654748266798,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Germany","DEU","Victims of intentional homicide",2021,0.117493942917486,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Spain","ESP","Victims of intentional homicide",2021,0.0547519017599262,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"France","FRA","Victims of intentional homicide",2021,0.835251726274713,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS/MoI","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Greece","GRC","Victims of intentional homicide",2021,0.449960341261411,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Croatia","HRV","Victims of intentional homicide",2021,0.246297168370715,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Hungary","HUN","Victims of intentional homicide",2021,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Iceland","ISL","Victims of intentional homicide",2021,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Italy","ITA","Victims of intentional homicide",2021,0.155299607547764,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Lithuania","LTU","Victims of intentional homicide",2021,0.287082953696032,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"North Macedonia","MKD","Victims of intentional homicide",2021,0.142630970889019,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Malta","MLT","Victims of intentional homicide",2021,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Montenegro","MNE","Victims of intentional homicide",2021,1.75198711174572,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Netherlands (Kingdom of the)","NLD","Victims of intentional homicide",2021,0.0799922476084603,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Russian Federation","RUS","Victims of intentional homicide",2021,0.781515140770415,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS/GSH 2023 Revision","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Slovakia","SVK","Victims of intentional homicide",2021,0.11013980044871,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Sweden","SWE","Victims of intentional homicide",2021,0.898052248870914,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Holy See","VAT","Victims of intentional homicide",2021,0,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Austria","AUT","Victims of intentional homicide",2022,0.0111861615547959,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Bosnia and Herzegovina","BIH","Victims of intentional homicide",2022,0.0618519749258279,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Switzerland","CHE","Victims of intentional homicide",2022,0.0343230891878608,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","GSH 2023 Revision/CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Czechia","CZE","Victims of intentional homicide",2022,0.171526815454109,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Germany","DEU","Victims of intentional homicide",2022,0.105553755210982,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Spain","ESP","Victims of intentional homicide",2022,0.0546693634222576,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"France","FRA","Victims of intentional homicide",2022,0.946978078447788,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS/MoI","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
"Greece","GRC","Victims of intentional homicide",2022,0.35628409554538,"Total","Total","Rate per 100,000 population","Perpetrator to victim relationship unknown","CTS","UNODC-VICTIM-HOMICIDE","Violent killing of a child"
