"Country","ISO3","Indicator","Year","Value","Sex","AgeGroup","StatisticalUnit","Source","Dataset","ICVACCategory","Comments","Reliability","WealthQuintile"
"Germany","DEU","Human trafficking  -  Sexual exploitaton - Children","2022",143,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","143",NA,NA
"Germany","DEU","Human trafficking  -  Sexual exploitaton - Children","2018",65,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","65",NA,NA
"Germany","DEU","Human trafficking  -  Sexual exploitaton - Children","2019",54,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","54",NA,NA
"Germany","DEU","Human trafficking  -  Sexual exploitaton - Children","2018",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Germany","DEU","Human trafficking  -  Sexual exploitaton - Children","2022",33,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","33",NA,NA
"Germany","DEU","Human trafficking  -  Sexual exploitaton - Children","2016",88,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","88",NA,NA
"Germany","DEU","Human trafficking  -  Sexual exploitaton - Children","2015",70,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","70",NA,NA
"Germany","DEU","Human trafficking  -  Sexual exploitaton - Children","2014",50,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","50",NA,NA
"Germany","DEU","Human trafficking  -  Sexual exploitaton - Children","2015",7,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","7",NA,NA
"Germany","DEU","Human trafficking  -  Sexual exploitaton - Children","2019",7,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","7",NA,NA
"Germany","DEU","Human trafficking  -  Sexual exploitaton - Children","2016",8,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","8",NA,NA
"Denmark","DNK","Human trafficking  -  Sexual exploitaton - Children","2017",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Denmark","DNK","Human trafficking  -  Sexual exploitaton - Children","2018",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Denmark","DNK","Human trafficking  -  Sexual exploitaton - Children","2019",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Denmark","DNK","Human trafficking  -  Sexual exploitaton - Children","2021",43,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","43",NA,NA
"Denmark","DNK","Human trafficking  -  Sexual exploitaton - Children","2018",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Denmark","DNK","Human trafficking  -  Sexual exploitaton - Children","2021",157,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","157",NA,NA
"Denmark","DNK","Human trafficking  -  Sexual exploitaton - Children","2022",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Denmark","DNK","Human trafficking  -  Sexual exploitaton - Children","2017",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Denmark","DNK","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Denmark","DNK","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Denmark","DNK","Human trafficking  -  Sexual exploitaton - Children","2022",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Denmark","DNK","Human trafficking  -  Sexual exploitaton - Children","2019",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Denmark","DNK","Human trafficking  -  Sexual exploitaton - Children","2017",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Denmark","DNK","Human trafficking  -  Sexual exploitaton - Children","2017",NA,"Other",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Denmark","DNK","Human trafficking  -  Sexual exploitaton - Children","2018",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Denmark","DNK","Human trafficking  -  Sexual exploitaton - Children","2018",NA,"Other",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Denmark","DNK","Human trafficking  -  Sexual exploitaton - Children","2019",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Denmark","DNK","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Denmark","DNK","Human trafficking  -  Sexual exploitaton - Children","2019",NA,"Other",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Denmark","DNK","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Other",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Spain","ESP","Human trafficking  -  Sexual exploitaton - Children","2019",5,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","5",NA,NA
"Spain","ESP","Human trafficking  -  Sexual exploitaton - Children","2014",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Spain","ESP","Human trafficking  -  Sexual exploitaton - Children","2017",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Spain","ESP","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Spain","ESP","Human trafficking  -  Sexual exploitaton - Children","2019",5,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","5",NA,NA
"Spain","ESP","Human trafficking  -  Sexual exploitaton - Children","2017",9,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","9",NA,NA
"Spain","ESP","Human trafficking  -  Sexual exploitaton - Children","2021",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Spain","ESP","Human trafficking  -  Sexual exploitaton - Children","2018",6,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","6",NA,NA
"Spain","ESP","Human trafficking  -  Sexual exploitaton - Children","2015",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Spain","ESP","Human trafficking  -  Sexual exploitaton - Children","2019",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Spain","ESP","Human trafficking  -  Sexual exploitaton - Children","2021",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Spain","ESP","Human trafficking  -  Sexual exploitaton - Children","2014",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Spain","ESP","Human trafficking  -  Sexual exploitaton - Children","2020",12,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","12",NA,NA
"Spain","ESP","Human trafficking  -  Sexual exploitaton - Children","2017",9,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","9",NA,NA
"Spain","ESP","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Spain","ESP","Human trafficking  -  Sexual exploitaton - Children","2018",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Spain","ESP","Human trafficking  -  Sexual exploitaton - Children","2022",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Spain","ESP","Human trafficking  -  Sexual exploitaton - Children","2016",6,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","6",NA,NA
"Spain","ESP","Human trafficking  -  Sexual exploitaton - Children","2015",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Spain","ESP","Human trafficking  -  Sexual exploitaton - Children","2018",6,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","6",NA,NA
"Spain","ESP","Human trafficking  -  Sexual exploitaton - Children","2022",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Estonia","EST","Human trafficking  -  Sexual exploitaton - Children","2019",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Estonia","EST","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Estonia","EST","Human trafficking  -  Sexual exploitaton - Children","2019",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Estonia","EST","Human trafficking  -  Sexual exploitaton - Children","2017",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Estonia","EST","Human trafficking  -  Sexual exploitaton - Children","2021",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Estonia","EST","Human trafficking  -  Sexual exploitaton - Children","2017",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Estonia","EST","Human trafficking  -  Sexual exploitaton - Children","2021",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Estonia","EST","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Estonia","EST","Human trafficking  -  Sexual exploitaton - Children","2018",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Estonia","EST","Human trafficking  -  Sexual exploitaton - Children","2022",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Estonia","EST","Human trafficking  -  Sexual exploitaton - Children","2022",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Estonia","EST","Human trafficking  -  Sexual exploitaton - Children","2018",5,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","5",NA,NA
"Finland","FIN","Human trafficking  -  Sexual exploitaton - Children","2019",6,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","6",NA,NA
"Finland","FIN","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Finland","FIN","Human trafficking  -  Sexual exploitaton - Children","2017",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Finland","FIN","Human trafficking  -  Sexual exploitaton - Children","2018",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Finland","FIN","Human trafficking  -  Sexual exploitaton - Children","2019",6,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","6",NA,NA
"Finland","FIN","Human trafficking  -  Sexual exploitaton - Children","2017",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Finland","FIN","Human trafficking  -  Sexual exploitaton - Children","2019",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Finland","FIN","Human trafficking  -  Sexual exploitaton - Children","2017",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Finland","FIN","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Finland","FIN","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Finland","FIN","Human trafficking  -  Sexual exploitaton - Children","2014",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Finland","FIN","Human trafficking  -  Sexual exploitaton - Children","2015",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Finland","FIN","Human trafficking  -  Sexual exploitaton - Children","2016",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Finland","FIN","Human trafficking  -  Sexual exploitaton - Children","2016",5,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","5",NA,NA
"Finland","FIN","Human trafficking  -  Sexual exploitaton - Children","2015",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"France","FRA","Human trafficking  -  Sexual exploitaton - Children","2021",8,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","8",NA,NA
"France","FRA","Human trafficking  -  Sexual exploitaton - Children","2022",293,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","293",NA,NA
"France","FRA","Human trafficking  -  Sexual exploitaton - Children","2021",300,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","300",NA,NA
"France","FRA","Human trafficking  -  Sexual exploitaton - Children","2022",7,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","7",NA,NA
"France","FRA","Human trafficking  -  Sexual exploitaton - Children","2018",260,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","260",NA,NA
"France","FRA","Human trafficking  -  Sexual exploitaton - Children","2019",21,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","21",NA,NA
"France","FRA","Human trafficking  -  Sexual exploitaton - Children","2018",16,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","16",NA,NA
"France","FRA","Human trafficking  -  Sexual exploitaton - Children","2019",275,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","275",NA,NA
"United Kingdom","GBR","Human trafficking  -  Sexual exploitaton - Children","2015",8,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","8",NA,NA
"United Kingdom","GBR","Human trafficking  -  Sexual exploitaton - Children","2014",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"United Kingdom","GBR","Human trafficking  -  Sexual exploitaton - Children","2021",463,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","463",NA,NA
"United Kingdom","GBR","Human trafficking  -  Sexual exploitaton - Children","2020",378,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","378",NA,NA
"United Kingdom","GBR","Human trafficking  -  Sexual exploitaton - Children","2021",86,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","86",NA,NA
"United Kingdom","GBR","Human trafficking  -  Sexual exploitaton - Children","2022",556,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","556",NA,NA
"United Kingdom","GBR","Human trafficking  -  Sexual exploitaton - Children","2020",68,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","68",NA,NA
"United Kingdom","GBR","Human trafficking  -  Sexual exploitaton - Children","2022",116,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","116",NA,NA
"United Kingdom","GBR","Human trafficking  -  Sexual exploitaton - Children","2019",556,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","556",NA,NA
"United Kingdom","GBR","Human trafficking  -  Sexual exploitaton - Children","2015",92,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","92",NA,NA
"United Kingdom","GBR","Human trafficking  -  Sexual exploitaton - Children","2019",79,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","79",NA,NA
"United Kingdom","GBR","Human trafficking  -  Sexual exploitaton - Children","2014",66,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","66",NA,NA
"United Kingdom","GBR","Human trafficking  -  Sexual exploitaton - Children","2016",9,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","9",NA,NA
"United Kingdom","GBR","Human trafficking  -  Sexual exploitaton - Children","2016",139,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena","139",NA,NA
"Georgia","GEO","Human trafficking  -  Sexual exploitaton - Children","2019",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Georgia","GEO","Human trafficking  -  Sexual exploitaton - Children","2019",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Georgia","GEO","Human trafficking  -  Sexual exploitaton - Children","2018",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Georgia","GEO","Human trafficking  -  Sexual exploitaton - Children","2017",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Georgia","GEO","Human trafficking  -  Sexual exploitaton - Children","2018",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Georgia","GEO","Human trafficking  -  Sexual exploitaton - Children","2017",NA,"Total",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Georgia","GEO","Human trafficking  -  Sexual exploitaton - Children","2017",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Georgia","GEO","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Male",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Georgia","GEO","Human trafficking  -  Sexual exploitaton - Children","2020",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Greece","GRC","Human trafficking  -  Sexual exploitaton - Children","2019",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
"Greece","GRC","Human trafficking  -  Sexual exploitaton - Children","2018",NA,"Female",NA,"Counts","GLOTIP Database","UNODC_SDG_16.2.2","Composite phoenomena",NA,NA,NA
